Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09931867569684982,0.09975047206181753,0.09931867569684982,0.09931867569684982,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09456894337612144,0.09456894337612144,0.09413714706897736,0.09413714706897736,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08765949279355477,0.08765949279355477,0.0872277021408081,0.0872277021408081,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08938664942979813,0.0898184457634152,0.08938664942979813,0.08938664942979813,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09197817742824554,0.09240996794460067,0.09197817742824554,0.09197817742824554,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09759148955345154,0.09802328586437631,0.09759148955345154,0.09759148955345154,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10234126448631287,0.10277383352825294,0.10234126448631287,0.10234126448631287,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10665993392467499,0.10709173026364735,0.10665993392467499,0.10665993392467499,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11227323859930038,0.11270503488773931,0.11227323859930038,0.11227323859930038,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12263701856136322,0.12306881472888215,0.12263701856136322,0.12263701856136322,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1243642568588257,0.12479605325257599,0.1243642568588257,0.12436425685882568,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12177352009408214,0.12177352009408214,0.12134173512458801,0.12134173512458801,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1183191816862573,0.1183191816862573,0.11788738518953325,0.11788738518953323,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.1191827356815338,0.12004632847595507,0.1191827356815338,0.11918273568153381,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11702375246155185,0.11702375246155185,0.11659196764230728,0.11659196764230728,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1118414679922226,0.1118414679922226,0.11140967160463333,0.11140967160463333,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10709173026364735,0.10709173026364735,0.10665993392467499,0.10665993392467499,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10493277897202932,0.10493277897202932,0.10450099408626556,0.10450099408626556,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.11011427640914917,0.11054607272786551,0.11011427640914917,0.11011427640914917,21504000,0.0,0.0
